areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate
W92000004,Wales,nation,2021-01-12,4241,92482,110
W92000004,Wales,nation,2021-01-11,4193,92482,110
W92000004,Wales,nation,2021-01-10,4139,92482,110
W92000004,Wales,nation,2021-01-09,4099,50756,27
W92000004,Wales,nation,2021-01-08,4065,50756,27
W92000004,Wales,nation,2021-01-07,4020,50756,27
W92000004,Wales,nation,2021-01-06,3979,50756,27
W92000004,Wales,nation,2021-01-05,3931,50756,27
W92000004,Wales,nation,2021-01-04,3892,50756,27
W92000004,Wales,nation,2021-01-03,3855,50756,27
W92000004,Wales,nation,2021-01-02,3802,36551,
W92000004,Wales,nation,2021-01-01,3768,36551,
W92000004,Wales,nation,2020-12-31,3710,36551,
W92000004,Wales,nation,2020-12-30,3659,36551,
W92000004,Wales,nation,2020-12-29,3609,36551,
W92000004,Wales,nation,2020-12-28,3568,36551,
W92000004,Wales,nation,2020-12-27,3519,36551,
W92000004,Wales,nation,2020-12-26,3490,24056,
W92000004,Wales,nation,2020-12-25,3447,24056,
W92000004,Wales,nation,2020-12-24,3414,24056,
W92000004,Wales,nation,2020-12-23,3369,24056,
W92000004,Wales,nation,2020-12-22,3335,24056,
W92000004,Wales,nation,2020-12-21,3300,24056,
W92000004,Wales,nation,2020-12-20,3263,24056,
W92000004,Wales,nation,2020-12-19,3228,8257,
W92000004,Wales,nation,2020-12-18,3194,8257,
W92000004,Wales,nation,2020-12-17,3146,8257,
W92000004,Wales,nation,2020-12-16,3098,8257,
W92000004,Wales,nation,2020-12-15,3064,8257,
W92000004,Wales,nation,2020-12-14,3031,8257,
W92000004,Wales,nation,2020-12-13,3001,8257,
W92000004,Wales,nation,2020-12-12,2979,,
W92000004,Wales,nation,2020-12-11,2946,,
W92000004,Wales,nation,2020-12-10,2920,,
W92000004,Wales,nation,2020-12-09,2887,,
W92000004,Wales,nation,2020-12-08,2862,,
W92000004,Wales,nation,2020-12-07,2837,,
W92000004,Wales,nation,2020-12-06,2817,,
W92000004,Wales,nation,2020-12-05,2792,,
W92000004,Wales,nation,2020-12-04,2772,,
W92000004,Wales,nation,2020-12-03,2745,,
W92000004,Wales,nation,2020-12-02,2718,,
W92000004,Wales,nation,2020-12-01,2696,,
W92000004,Wales,nation,2020-11-30,2677,,
W92000004,Wales,nation,2020-11-29,2660,,
W92000004,Wales,nation,2020-11-28,2634,,
W92000004,Wales,nation,2020-11-27,2602,,
W92000004,Wales,nation,2020-11-26,2576,,
W92000004,Wales,nation,2020-11-25,2546,,
W92000004,Wales,nation,2020-11-24,2529,,
W92000004,Wales,nation,2020-11-23,2511,,
W92000004,Wales,nation,2020-11-22,2486,,
W92000004,Wales,nation,2020-11-21,2459,,
W92000004,Wales,nation,2020-11-20,2431,,
W92000004,Wales,nation,2020-11-19,2410,,
W92000004,Wales,nation,2020-11-18,2384,,
W92000004,Wales,nation,2020-11-17,2366,,
W92000004,Wales,nation,2020-11-16,2337,,
W92000004,Wales,nation,2020-11-15,2314,,
W92000004,Wales,nation,2020-11-14,2289,,
W92000004,Wales,nation,2020-11-13,2270,,
W92000004,Wales,nation,2020-11-12,2240,,
W92000004,Wales,nation,2020-11-11,2212,,
W92000004,Wales,nation,2020-11-10,2183,,
W92000004,Wales,nation,2020-11-09,2155,,
W92000004,Wales,nation,2020-11-08,2126,,
W92000004,Wales,nation,2020-11-07,2098,,
W92000004,Wales,nation,2020-11-06,2083,,
W92000004,Wales,nation,2020-11-05,2057,,
W92000004,Wales,nation,2020-11-04,2026,,
W92000004,Wales,nation,2020-11-03,2004,,
W92000004,Wales,nation,2020-11-02,1981,,
W92000004,Wales,nation,2020-11-01,1964,,
W92000004,Wales,nation,2020-10-31,1936,,
W92000004,Wales,nation,2020-10-30,1924,,
W92000004,Wales,nation,2020-10-29,1910,,
W92000004,Wales,nation,2020-10-28,1889,,
W92000004,Wales,nation,2020-10-27,1878,,
W92000004,Wales,nation,2020-10-26,1855,,
W92000004,Wales,nation,2020-10-25,1840,,
W92000004,Wales,nation,2020-10-24,1824,,
W92000004,Wales,nation,2020-10-23,1809,,
W92000004,Wales,nation,2020-10-22,1798,,
W92000004,Wales,nation,2020-10-21,1770,,
W92000004,Wales,nation,2020-10-20,1757,,
W92000004,Wales,nation,2020-10-19,1753,,
W92000004,Wales,nation,2020-10-18,1740,,
W92000004,Wales,nation,2020-10-17,1729,,
W92000004,Wales,nation,2020-10-16,1725,,
W92000004,Wales,nation,2020-10-15,1719,,
W92000004,Wales,nation,2020-10-14,1712,,
W92000004,Wales,nation,2020-10-13,1705,,
W92000004,Wales,nation,2020-10-12,1697,,
W92000004,Wales,nation,2020-10-11,1693,,
W92000004,Wales,nation,2020-10-10,1689,,
W92000004,Wales,nation,2020-10-09,1686,,
W92000004,Wales,nation,2020-10-08,1680,,
W92000004,Wales,nation,2020-10-07,1674,,
W92000004,Wales,nation,2020-10-06,1663,,
W92000004,Wales,nation,2020-10-05,1659,,
W92000004,Wales,nation,2020-10-04,1649,,
W92000004,Wales,nation,2020-10-03,1646,,
W92000004,Wales,nation,2020-10-02,1638,,
W92000004,Wales,nation,2020-10-01,1636,,
W92000004,Wales,nation,2020-09-30,1631,,
W92000004,Wales,nation,2020-09-29,1627,,
W92000004,Wales,nation,2020-09-28,1623,,
W92000004,Wales,nation,2020-09-27,1620,,
W92000004,Wales,nation,2020-09-26,1617,,
W92000004,Wales,nation,2020-09-25,1615,,
W92000004,Wales,nation,2020-09-24,1614,,
W92000004,Wales,nation,2020-09-23,1614,,
W92000004,Wales,nation,2020-09-22,1611,,
W92000004,Wales,nation,2020-09-21,1608,,
W92000004,Wales,nation,2020-09-20,1607,,
W92000004,Wales,nation,2020-09-19,1606,,
W92000004,Wales,nation,2020-09-18,1606,,
W92000004,Wales,nation,2020-09-17,1606,,
W92000004,Wales,nation,2020-09-16,1604,,
W92000004,Wales,nation,2020-09-15,1602,,
W92000004,Wales,nation,2020-09-14,1600,,
W92000004,Wales,nation,2020-09-13,1600,,
W92000004,Wales,nation,2020-09-12,1599,,
W92000004,Wales,nation,2020-09-11,1599,,
W92000004,Wales,nation,2020-09-10,1598,,
W92000004,Wales,nation,2020-09-09,1598,,
W92000004,Wales,nation,2020-09-08,1598,,
W92000004,Wales,nation,2020-09-07,1598,,
W92000004,Wales,nation,2020-09-06,1598,,
W92000004,Wales,nation,2020-09-05,1598,,
W92000004,Wales,nation,2020-09-04,1598,,
W92000004,Wales,nation,2020-09-03,1598,,
W92000004,Wales,nation,2020-09-02,1597,,
W92000004,Wales,nation,2020-09-01,1597,,
W92000004,Wales,nation,2020-08-31,1597,,
W92000004,Wales,nation,2020-08-30,1595,,
W92000004,Wales,nation,2020-08-29,1595,,
W92000004,Wales,nation,2020-08-28,1595,,
W92000004,Wales,nation,2020-08-27,1595,,
W92000004,Wales,nation,2020-08-26,1595,,
W92000004,Wales,nation,2020-08-25,1595,,
W92000004,Wales,nation,2020-08-24,1595,,
W92000004,Wales,nation,2020-08-23,1594,,
W92000004,Wales,nation,2020-08-22,1594,,
W92000004,Wales,nation,2020-08-21,1593,,
W92000004,Wales,nation,2020-08-20,1593,,
W92000004,Wales,nation,2020-08-19,1593,,
W92000004,Wales,nation,2020-08-18,1593,,
W92000004,Wales,nation,2020-08-17,1591,,
W92000004,Wales,nation,2020-08-16,1591,,
W92000004,Wales,nation,2020-08-15,1591,,
W92000004,Wales,nation,2020-08-14,1591,,
W92000004,Wales,nation,2020-08-13,1590,,
W92000004,Wales,nation,2020-08-12,1589,,
W92000004,Wales,nation,2020-08-11,1588,,
W92000004,Wales,nation,2020-08-10,1588,,
W92000004,Wales,nation,2020-08-09,1586,,
W92000004,Wales,nation,2020-08-08,1586,,
W92000004,Wales,nation,2020-08-07,1584,,
W92000004,Wales,nation,2020-08-06,1579,,
W92000004,Wales,nation,2020-08-05,1579,,
W92000004,Wales,nation,2020-08-04,1576,,
W92000004,Wales,nation,2020-08-03,1572,,
W92000004,Wales,nation,2020-08-02,1571,,
W92000004,Wales,nation,2020-08-01,1569,,
W92000004,Wales,nation,2020-07-31,1567,,
W92000004,Wales,nation,2020-07-30,1563,,
W92000004,Wales,nation,2020-07-29,1561,,
W92000004,Wales,nation,2020-07-28,1557,,
W92000004,Wales,nation,2020-07-27,1555,,
W92000004,Wales,nation,2020-07-26,1554,,
W92000004,Wales,nation,2020-07-25,1552,,
W92000004,Wales,nation,2020-07-24,1550,,
W92000004,Wales,nation,2020-07-23,1549,,
W92000004,Wales,nation,2020-07-22,1549,,
W92000004,Wales,nation,2020-07-21,1548,,
W92000004,Wales,nation,2020-07-20,1547,,
W92000004,Wales,nation,2020-07-19,1547,,
W92000004,Wales,nation,2020-07-18,1547,,
W92000004,Wales,nation,2020-07-17,1547,,
W92000004,Wales,nation,2020-07-16,1547,,
W92000004,Wales,nation,2020-07-15,1546,,
W92000004,Wales,nation,2020-07-14,1546,,
W92000004,Wales,nation,2020-07-13,1545,,
W92000004,Wales,nation,2020-07-12,1543,,
W92000004,Wales,nation,2020-07-11,1543,,
W92000004,Wales,nation,2020-07-10,1542,,
W92000004,Wales,nation,2020-07-09,1542,,
W92000004,Wales,nation,2020-07-08,1541,,
W92000004,Wales,nation,2020-07-07,1540,,
W92000004,Wales,nation,2020-07-06,1539,,
W92000004,Wales,nation,2020-07-05,1537,,
W92000004,Wales,nation,2020-07-04,1535,,
W92000004,Wales,nation,2020-07-03,1533,,
W92000004,Wales,nation,2020-07-02,1533,,
W92000004,Wales,nation,2020-07-01,1530,,
W92000004,Wales,nation,2020-06-30,1526,,
W92000004,Wales,nation,2020-06-29,1522,,
W92000004,Wales,nation,2020-06-28,1519,,
W92000004,Wales,nation,2020-06-27,1517,,
W92000004,Wales,nation,2020-06-26,1511,,
W92000004,Wales,nation,2020-06-25,1509,,
W92000004,Wales,nation,2020-06-24,1500,,
W92000004,Wales,nation,2020-06-23,1494,,
W92000004,Wales,nation,2020-06-22,1493,,
W92000004,Wales,nation,2020-06-21,1491,,
W92000004,Wales,nation,2020-06-20,1486,,
W92000004,Wales,nation,2020-06-19,1483,,
W92000004,Wales,nation,2020-06-18,1479,,
W92000004,Wales,nation,2020-06-17,1479,,
W92000004,Wales,nation,2020-06-16,1478,,
W92000004,Wales,nation,2020-06-15,1470,,
W92000004,Wales,nation,2020-06-14,1464,,
W92000004,Wales,nation,2020-06-13,1458,,
W92000004,Wales,nation,2020-06-12,1452,,
W92000004,Wales,nation,2020-06-11,1448,,
W92000004,Wales,nation,2020-06-10,1443,,
W92000004,Wales,nation,2020-06-09,1436,,
W92000004,Wales,nation,2020-06-08,1432,,
W92000004,Wales,nation,2020-06-07,1425,,
W92000004,Wales,nation,2020-06-06,1417,,
W92000004,Wales,nation,2020-06-05,1408,,
W92000004,Wales,nation,2020-06-04,1404,,
W92000004,Wales,nation,2020-06-03,1392,,
W92000004,Wales,nation,2020-06-02,1385,,
W92000004,Wales,nation,2020-06-01,1380,,
W92000004,Wales,nation,2020-05-31,1371,,
W92000004,Wales,nation,2020-05-30,1364,,
W92000004,Wales,nation,2020-05-29,1354,,
W92000004,Wales,nation,2020-05-28,1343,,
W92000004,Wales,nation,2020-05-27,1327,,
W92000004,Wales,nation,2020-05-26,1321,,
W92000004,Wales,nation,2020-05-25,1311,,
W92000004,Wales,nation,2020-05-24,1301,,
W92000004,Wales,nation,2020-05-23,1289,,
W92000004,Wales,nation,2020-05-22,1282,,
W92000004,Wales,nation,2020-05-21,1272,,
W92000004,Wales,nation,2020-05-20,1263,,
W92000004,Wales,nation,2020-05-19,1256,,
W92000004,Wales,nation,2020-05-18,1245,,
W92000004,Wales,nation,2020-05-17,1235,,
W92000004,Wales,nation,2020-05-16,1224,,
W92000004,Wales,nation,2020-05-15,1211,,
W92000004,Wales,nation,2020-05-14,1195,,
W92000004,Wales,nation,2020-05-13,1183,,
W92000004,Wales,nation,2020-05-12,1167,,
W92000004,Wales,nation,2020-05-11,1156,,
W92000004,Wales,nation,2020-05-10,1141,,
W92000004,Wales,nation,2020-05-09,1131,,
W92000004,Wales,nation,2020-05-08,1124,,
W92000004,Wales,nation,2020-05-07,1111,,
W92000004,Wales,nation,2020-05-06,1092,,
W92000004,Wales,nation,2020-05-05,1069,,
W92000004,Wales,nation,2020-05-04,1052,,
W92000004,Wales,nation,2020-05-03,1029,,
W92000004,Wales,nation,2020-05-02,1015,,
W92000004,Wales,nation,2020-05-01,1001,,
W92000004,Wales,nation,2020-04-30,972,,
W92000004,Wales,nation,2020-04-29,956,,
W92000004,Wales,nation,2020-04-28,930,,
W92000004,Wales,nation,2020-04-27,915,,
W92000004,Wales,nation,2020-04-26,899,,
W92000004,Wales,nation,2020-04-25,883,,
W92000004,Wales,nation,2020-04-24,854,,
W92000004,Wales,nation,2020-04-23,823,,
W92000004,Wales,nation,2020-04-22,805,,
W92000004,Wales,nation,2020-04-21,782,,
W92000004,Wales,nation,2020-04-20,752,,
W92000004,Wales,nation,2020-04-19,727,,
W92000004,Wales,nation,2020-04-18,701,,
W92000004,Wales,nation,2020-04-17,669,,
W92000004,Wales,nation,2020-04-16,639,,
W92000004,Wales,nation,2020-04-15,604,,
W92000004,Wales,nation,2020-04-14,566,,
W92000004,Wales,nation,2020-04-13,540,,
W92000004,Wales,nation,2020-04-12,497,,
W92000004,Wales,nation,2020-04-11,460,,
W92000004,Wales,nation,2020-04-10,429,,
W92000004,Wales,nation,2020-04-09,404,,
W92000004,Wales,nation,2020-04-08,361,,
W92000004,Wales,nation,2020-04-07,319,,
W92000004,Wales,nation,2020-04-06,287,,
W92000004,Wales,nation,2020-04-05,267,,
W92000004,Wales,nation,2020-04-04,237,,
W92000004,Wales,nation,2020-04-03,206,,
W92000004,Wales,nation,2020-04-02,177,,
W92000004,Wales,nation,2020-04-01,149,,
W92000004,Wales,nation,2020-03-31,128,,
W92000004,Wales,nation,2020-03-30,113,,
W92000004,Wales,nation,2020-03-29,97,,
W92000004,Wales,nation,2020-03-28,79,,
W92000004,Wales,nation,2020-03-27,64,,
W92000004,Wales,nation,2020-03-26,54,,
W92000004,Wales,nation,2020-03-25,43,,
W92000004,Wales,nation,2020-03-24,33,,
W92000004,Wales,nation,2020-03-23,24,,
W92000004,Wales,nation,2020-03-22,20,,
W92000004,Wales,nation,2020-03-21,15,,
W92000004,Wales,nation,2020-03-20,8,,
W92000004,Wales,nation,2020-03-19,6,,
W92000004,Wales,nation,2020-03-18,3,,
W92000004,Wales,nation,2020-03-17,3,,
W92000004,Wales,nation,2020-03-16,3,,
